timestamp,compressor_1_pressure,compressor_1_flow,compressor_1_power,compressor_1_activity,compressor_1_oil_temp,compressor_1_availability,compressor_2_pressure,compressor_2_flow,compressor_2_power,compressor_2_activity,compressor_2_oil_temp,compressor_2_availability,compressor_3_pressure,compressor_3_flow,compressor_3_power,compressor_3_activity,compressor_3_oil_temp,compressor_3_availability,compressor_4_pressure,compressor_4_flow,compressor_4_power,compressor_4_activity,compressor_4_bov_position,compressor_4_oil_temp,compressor_4_availability,station_pressure,station_flow,station_power,station_specific_power
2024-01-15 00:57:57,95.53,0.0,0.0,off,30.0,available,95.53,0.0,0.0,off,30.0,available,108.48,111.3,38.68,loaded,58.2,available,95.53,0.0,0.0,off,0.0,30.0,available,95.53,111.3,38.68,0.3475
2024-01-15 00:59:13,95.94,0.0,0.0,off,30.0,available,95.94,0.0,0.0,off,30.0,available,109.11,116.0,40.04,loaded,58.2,available,95.94,0.0,0.0,off,0.0,30.0,available,95.94,116.0,40.04,0.3452
2024-01-15 00:59:46,96.08,0.0,0.0,off,30.0,available,96.08,0.0,0.0,off,30.0,available,107.74,100.2,36.41,loaded,58.8,available,96.08,0.0,0.0,off,0.0,30.0,available,96.08,100.2,36.41,0.3634
2024-01-15 01:00:56,96.3,0.0,0.0,off,30.0,available,96.3,0.0,0.0,off,30.0,available,107.44,89.8,32.99,loaded,59.0,available,96.3,0.0,0.0,off,0.0,30.0,available,96.3,89.8,32.99,0.3674
2024-01-15 01:01:57,95.19,0.0,0.0,off,30.0,available,95.19,0.0,0.0,off,30.0,available,108.85,130.2,41.46,loaded,59.0,available,95.19,0.0,0.0,off,0.0,30.0,available,95.19,130.2,41.46,0.3184
2024-01-15 01:03:03,95.89,0.0,0.0,off,30.0,available,95.89,0.0,0.0,off,30.0,available,108.45,103.7,36.19,loaded,59.1,available,95.89,0.0,0.0,off,0.0,30.0,available,95.89,103.7,36.19,0.349
2024-01-15 01:04:02,95.99,0.0,0.0,off,30.0,available,95.99,0.0,0.0,off,30.0,available,107.58,110.8,34.3,loaded,59.2,available,95.99,0.0,0.0,off,0.0,30.0,available,95.99,110.8,34.3,0.3096
2024-01-15 01:04:53,96.0,0.0,0.0,off,30.0,available,96.0,0.0,0.0,off,30.0,available,107.56,116.0,33.36,loaded,59.4,available,96.0,0.0,0.0,off,0.0,30.0,available,96.0,116.0,33.36,0.2876
2024-01-15 01:05:46,95.0,0.0,0.0,off,30.0,available,95.0,0.0,0.0,off,30.0,available,108.48,116.8,36.98,loaded,60.0,available,95.0,0.0,0.0,off,0.0,30.0,available,95.0,116.8,36.98,0.3166
2024-01-15 01:07:18,95.68,0.0,0.0,off,30.0,available,95.68,0.0,0.0,off,30.0,available,108.03,98.5,33.03,loaded,60.3,available,95.68,0.0,0.0,off,0.0,30.0,available,95.68,98.5,33.03,0.3353
2024-01-15 01:07:53,95.75,0.0,0.0,off,30.0,available,95.75,0.0,0.0,off,30.0,available,107.69,112.9,36.4,loaded,60.8,available,95.75,0.0,0.0,off,0.0,30.0,available,95.75,112.9,36.4,0.3224
2024-01-15 01:09:00,95.64,0.0,0.0,off,30.0,available,95.64,0.0,0.0,off,30.0,available,107.87,130.1,42.64,loaded,61.1,available,95.64,0.0,0.0,off,0.0,30.0,available,95.64,130.1,42.64,0.3277
2024-01-15 01:10:12,95.92,0.0,0.0,off,30.0,available,95.92,0.0,0.0,off,30.0,available,108.06,105.6,34.31,loaded,61.6,available,95.92,0.0,0.0,off,0.0,30.0,available,95.92,105.6,34.31,0.3249
2024-01-15 01:10:43,95.39,0.0,0.0,off,30.0,available,95.39,0.0,0.0,off,30.0,available,108.67,109.1,36.84,loaded,61.3,available,95.39,0.0,0.0,off,0.0,30.0,available,95.39,109.1,36.84,0.3377
2024-01-15 01:12:10,95.56,0.0,0.0,off,30.0,available,95.56,0.0,0.0,off,30.0,available,107.61,119.2,37.84,loaded,61.3,available,95.56,0.0,0.0,off,0.0,30.0,available,95.56,119.2,37.84,0.3174
2024-01-15 01:12:54,95.48,0.0,0.0,off,30.0,available,95.48,0.0,0.0,off,30.0,available,106.72,112.3,38.98,loaded,61.8,available,95.48,0.0,0.0,off,0.0,30.0,available,95.48,112.3,38.98,0.3471
2024-01-15 01:14:13,96.16,0.0,0.0,off,30.0,available,96.16,0.0,0.0,off,30.0,available,107.75,92.4,31.63,loaded,61.8,available,96.16,0.0,0.0,off,0.0,30.0,available,96.16,92.4,31.63,0.3423
2024-01-15 01:14:57,95.74,0.0,0.0,off,30.0,available,95.74,0.0,0.0,off,30.0,available,107.14,79.4,29.29,loaded,61.9,available,95.74,0.0,0.0,off,0.0,30.0,available,95.74,79.4,29.29,0.3689
2024-01-15 01:16:14,96.55,0.0,0.0,off,30.0,available,96.55,0.0,0.0,off,30.0,available,107.28,110.1,37.4,loaded,61.7,available,96.55,0.0,0.0,off,0.0,30.0,available,96.55,110.1,37.4,0.3397
2024-01-15 01:16:44,94.91,0.0,0.0,off,30.0,available,94.91,0.0,0.0,off,30.0,available,106.77,123.9,42.71,loaded,62.1,available,94.91,0.0,0.0,off,0.0,30.0,available,94.91,123.9,42.71,0.3447
2024-01-15 01:18:18,95.94,0.0,0.0,off,30.0,available,95.94,0.0,0.0,off,30.0,available,108.8,97.7,34.24,loaded,61.8,available,95.94,0.0,0.0,off,0.0,30.0,available,95.94,97.7,34.24,0.3505
2024-01-15 01:19:08,96.15,0.0,0.0,off,30.0,available,96.15,0.0,0.0,off,30.0,available,107.56,91.4,34.98,loaded,62.3,available,96.15,0.0,0.0,off,0.0,30.0,available,96.15,91.4,34.98,0.3827
2024-01-15 01:20:11,95.38,0.0,0.0,off,30.0,available,95.38,0.0,0.0,off,30.0,available,107.77,128.7,40.39,loaded,62.8,available,95.38,0.0,0.0,off,0.0,30.0,available,95.38,128.7,40.39,0.3138
2024-01-15 01:20:50,96.18,0.0,0.0,off,30.0,available,96.18,0.0,0.0,off,30.0,available,107.53,121.2,37.12,loaded,62.8,available,96.18,0.0,0.0,off,0.0,30.0,available,96.18,121.2,37.12,0.3063
2024-01-15 01:21:48,95.3,0.0,0.0,off,30.0,available,95.3,0.0,0.0,off,30.0,available,108.28,115.6,37.92,loaded,63.0,available,95.3,0.0,0.0,off,0.0,30.0,available,95.3,115.6,37.92,0.328
2024-01-15 01:22:45,96.18,0.0,0.0,off,30.0,available,96.18,0.0,0.0,off,30.0,available,107.71,113.4,39.29,loaded,63.2,available,96.18,0.0,0.0,off,0.0,30.0,available,96.18,113.4,39.29,0.3465
2024-01-15 01:23:40,95.7,0.0,0.0,off,30.0,available,95.7,0.0,0.0,off,30.0,available,108.72,78.4,30.56,loaded,63.0,available,95.7,0.0,0.0,off,0.0,30.0,available,95.7,78.4,30.56,0.3898
2024-01-15 01:24:58,96.08,0.0,0.0,off,30.0,available,96.08,0.0,0.0,off,30.0,available,107.72,111.3,38.07,loaded,63.4,available,96.08,0.0,0.0,off,0.0,30.0,available,96.08,111.3,38.07,0.342
2024-01-15 01:26:03,95.75,0.0,0.0,off,30.0,available,95.75,0.0,0.0,off,30.0,available,109.25,114.1,36.6,loaded,63.5,available,95.75,0.0,0.0,off,0.0,30.0,available,95.75,114.1,36.6,0.3208
2024-01-15 01:26:54,95.32,0.0,0.0,off,30.0,available,95.32,0.0,0.0,off,30.0,available,107.3,86.0,31.41,loaded,63.7,available,95.32,0.0,0.0,off,0.0,30.0,available,95.32,86.0,31.41,0.3652
2024-01-15 01:28:07,96.24,0.0,0.0,off,30.0,available,96.24,0.0,0.0,off,30.0,available,108.44,106.8,38.25,loaded,63.6,available,96.24,0.0,0.0,off,0.0,30.0,available,96.24,106.8,38.25,0.3581
2024-01-15 01:28:57,96.52,0.0,0.0,off,30.0,available,96.52,0.0,0.0,off,30.0,available,107.96,88.5,32.7,loaded,63.4,available,96.52,0.0,0.0,off,0.0,30.0,available,96.52,88.5,32.7,0.3695
2024-01-15 01:30:04,96.05,0.0,0.0,off,30.0,available,96.05,0.0,0.0,off,30.0,available,107.1,106.0,36.33,loaded,63.4,available,96.05,0.0,0.0,off,0.0,30.0,available,96.05,106.0,36.33,0.3427
2024-01-15 01:31:18,96.21,0.0,0.0,off,30.0,available,96.21,0.0,0.0,off,30.0,available,107.9,109.6,36.58,loaded,63.1,available,96.21,0.0,0.0,off,0.0,30.0,available,96.21,109.6,36.58,0.3338
2024-01-15 01:31:48,96.22,0.0,0.0,off,30.0,available,96.22,0.0,0.0,off,30.0,available,107.64,130.9,39.5,loaded,63.1,available,96.22,0.0,0.0,off,0.0,30.0,available,96.22,130.9,39.5,0.3018
2024-01-15 01:33:13,95.66,0.0,0.0,off,30.0,available,95.66,0.0,0.0,off,30.0,available,107.42,125.2,37.43,loaded,63.0,available,95.66,0.0,0.0,off,0.0,30.0,available,95.66,125.2,37.43,0.299
2024-01-15 01:34:11,95.71,0.0,0.0,off,30.0,available,95.71,0.0,0.0,off,30.0,available,108.0,139.8,43.92,loaded,63.3,available,95.71,0.0,0.0,off,0.0,30.0,available,95.71,139.8,43.92,0.3142
2024-01-15 01:34:42,95.61,0.0,0.0,off,30.0,available,95.61,0.0,0.0,off,30.0,available,107.88,114.1,36.48,loaded,62.9,available,95.61,0.0,0.0,off,0.0,30.0,available,95.61,114.1,36.48,0.3197
2024-01-15 01:36:04,96.19,0.0,0.0,off,30.0,available,96.19,0.0,0.0,off,30.0,available,107.74,121.9,40.39,loaded,62.9,available,96.19,0.0,0.0,off,0.0,30.0,available,96.19,121.9,40.39,0.3313
2024-01-15 01:36:47,95.89,0.0,0.0,off,30.0,available,95.89,0.0,0.0,off,30.0,available,108.86,132.2,41.2,loaded,63.4,available,95.89,0.0,0.0,off,0.0,30.0,available,95.89,132.2,41.2,0.3116
2024-01-15 01:38:15,96.08,0.0,0.0,off,30.0,available,96.08,0.0,0.0,off,30.0,available,108.46,106.9,36.03,loaded,63.8,available,96.08,0.0,0.0,off,0.0,30.0,available,96.08,106.9,36.03,0.337
2024-01-15 01:38:49,95.57,0.0,0.0,off,30.0,available,95.57,0.0,0.0,off,30.0,available,106.53,125.9,39.91,loaded,64.1,available,95.57,0.0,0.0,off,0.0,30.0,available,95.57,125.9,39.91,0.317
2024-01-15 01:40:10,96.0,0.0,0.0,off,30.0,available,96.0,0.0,0.0,off,30.0,available,107.26,118.9,34.12,loaded,64.4,available,96.0,0.0,0.0,off,0.0,30.0,available,96.0,118.9,34.12,0.287
2024-01-15 01:40:40,95.7,0.0,0.0,off,30.0,available,95.7,0.0,0.0,off,30.0,available,107.65,108.1,34.67,loaded,64.7,available,95.7,0.0,0.0,off,0.0,30.0,available,95.7,108.1,34.67,0.3207
2024-01-15 01:41:48,95.48,0.0,0.0,off,30.0,available,95.48,0.0,0.0,off,30.0,available,107.32,114.1,36.23,loaded,64.8,available,95.48,0.0,0.0,off,0.0,30.0,available,95.48,114.1,36.23,0.3175
2024-01-15 01:42:50,95.46,0.0,0.0,off,30.0,available,95.46,0.0,0.0,off,30.0,available,107.49,132.0,43.73,loaded,64.6,available,95.46,0.0,0.0,off,0.0,30.0,available,95.46,132.0,43.73,0.3313
2024-01-15 01:44:00,95.49,0.0,0.0,off,30.0,available,95.49,0.0,0.0,off,30.0,available,108.22,113.7,37.69,loaded,64.9,available,95.49,0.0,0.0,off,0.0,30.0,available,95.49,113.7,37.69,0.3315
2024-01-15 01:44:46,96.37,0.0,0.0,off,30.0,available,96.37,0.0,0.0,off,30.0,available,107.28,103.6,38.22,loaded,65.1,available,96.37,0.0,0.0,off,0.0,30.0,available,96.37,103.6,38.22,0.3689
2024-01-15 01:45:43,95.44,0.0,0.0,off,30.0,available,95.44,0.0,0.0,off,30.0,available,108.17,126.6,39.46,loaded,65.5,available,95.44,0.0,0.0,off,0.0,30.0,available,95.44,126.6,39.46,0.3117
2024-01-15 01:47:09,96.15,0.0,0.0,off,30.0,available,96.15,0.0,0.0,off,30.0,available,107.62,111.4,34.08,loaded,66.0,available,96.15,0.0,0.0,off,0.0,30.0,available,96.15,111.4,34.08,0.3059
2024-01-15 01:47:40,95.71,0.0,0.0,off,30.0,available,95.71,0.0,0.0,off,30.0,available,108.96,96.2,31.76,loaded,66.5,available,95.71,0.0,0.0,off,0.0,30.0,available,95.71,96.2,31.76,0.3301
2024-01-15 01:49:06,95.12,0.0,0.0,off,30.0,available,95.12,0.0,0.0,off,30.0,available,107.36,118.7,41.02,loaded,66.7,available,95.12,0.0,0.0,off,0.0,30.0,available,95.12,118.7,41.02,0.3456
2024-01-15 01:50:10,96.18,0.0,0.0,off,30.0,available,96.18,0.0,0.0,off,30.0,available,108.23,100.8,37.44,loaded,67.0,available,96.18,0.0,0.0,off,0.0,30.0,available,96.18,100.8,37.44,0.3714
2024-01-15 01:50:49,95.86,0.0,0.0,off,30.0,available,95.86,0.0,0.0,off,30.0,available,108.65,123.4,38.3,loaded,67.1,available,95.86,0.0,0.0,off,0.0,30.0,available,95.86,123.4,38.3,0.3104
2024-01-15 01:52:06,96.37,0.0,0.0,off,30.0,available,96.37,0.0,0.0,off,30.0,available,108.18,112.2,37.25,loaded,67.3,available,96.37,0.0,0.0,off,0.0,30.0,available,96.37,112.2,37.25,0.332
2024-01-15 01:52:58,96.6,0.0,0.0,off,30.0,available,96.6,0.0,0.0,off,30.0,available,107.9,100.3,34.53,loaded,66.9,available,96.6,0.0,0.0,off,0.0,30.0,available,96.6,100.3,34.53,0.3443
2024-01-15 01:54:18,95.99,0.0,0.0,off,30.0,available,95.99,0.0,0.0,off,30.0,available,108.3,124.0,40.12,loaded,66.7,available,95.99,0.0,0.0,off,0.0,30.0,available,95.99,124.0,40.12,0.3235
2024-01-15 01:54:43,95.42,0.0,0.0,off,30.0,available,95.42,0.0,0.0,off,30.0,available,106.9,117.8,39.76,loaded,66.2,available,95.42,0.0,0.0,off,0.0,30.0,available,95.42,117.8,39.76,0.3375
